id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,geometry,version,source_property,source_dataset,source_record_id,source_update_time,source_confidence,operating_status,categories_primary,categories_alternate,confidence,websites,socials,emails,phones,address_freeform,address_locality,address_postcode,address_region,address_country,names_primary,names_common
7c9cef72-a872-4cad-9a61-d0b6752e5b4f,-86.89701843261719,35.70138168334961,-86.89700317382812,35.70138931274414,AQEAAAAlNqSGaLlVwKaqXe7G2UFA,5,,Foursquare,4e060979c65b5bf27786cc13,2024-11-12T00:00:00.000,0.77,null,paintball,null,0.77,"[""http://www.middletennesseepaintball.com""]",null,null,"[""(931) 334-9673""]",4215 Kedron Rd,Spring Hill,37174,TN,US,Middle Tennessee Paintball,null
bc1ce8a5-3680-4cdf-bb19-46097e7a4219,-86.87239837646484,35.66292190551758,-86.87238311767578,35.662925720214844,AQEAAACaNPdR1bdVwLL6FqPa1EFA,5,,Microsoft,1688849863491529,2020-02-09T16:17:37.360Z,0.85,null,escape_rooms,"[""arts_and_entertainment""]",0.85,"[""http://www.escapepanicinthewoods.com/""]",null,null,"[""9314863063""]",114 Ashwood Dr,Columbia,38401,TN,US,Panic In The Woods Escape Games,null
ae971aac-6c5c-422e-8ac4-858883648064,-87.15741729736328,34.888980865478516,-87.15740203857422,34.88898468017578,AQEAAABQXOkQE8pVwIGXGTbKcUFA,8,,Microsoft,1688849865788334,2025-09-29T19:11:38.173Z,0.85,open,paintball,"[""arts_and_entertainment""]",0.9199122190475464,"[""https://gracehillfarmsal.com/zombie-paintball/""]",null,null,"[""2568741147""]",22611 Grace Hill Lane,Athens,35614,AL,US,Grace Hill Farms Zombie Hunt (zombie paintball),null
c8c51dd2-924f-4ba5-bc1c-9ae5ab84c3fe,-88.54357147216797,36.096961975097656,-88.5435562133789,36.09696578979492,AQEAAACTHLCrySJWwDV6NUBpDEJA,7,,Microsoft,2251799821622563,2025-03-14T20:09:18.210Z,0.85,null,laser_tag,"[""arts_and_entertainment""]",0.85,"[""https://warzoneaxntag.square.site/s/shop""]",null,null,"[""7312513099""]",12915 Highway 79,Mckenzie,38201,TN,US,War Zone Laser Tag,null
eb0e7c54-875e-4aa4-b686-861bd4acd434,-86.9058837890625,35.78264236450195,-86.90587615966797,35.78264617919922,AQEAAAACAADg+blVwAcAAKAt5EFA,6,,Microsoft,1970324837288595,2013-01-27T21:19:14.390Z,0.85,open,laser_tag,"[""arts_and_entertainment""]",0.9199122190475464,"[""""]",null,null,"[""6155673824""]",2281 Joann Dr,Spring Hill,37174,TN,US,Nashville Engraving Company,null
04887053-a48b-456d-b919-d4f91c66a10f,-86.82569122314453,35.95034408569336,-86.82567596435547,35.950347900390625,AQEAAABOtqnr17RVwCikHeik+UFA,5,,Foursquare,60f35f4b5c7b085b8a147706,2025-05-18T00:00:00.000,0.77,null,escape_rooms,null,0.77,"[""http://www.therabbitholevr.com""]",null,null,"[""(615) 499-6219""]",215 Gothic Ct,Franklin,37067,TN,US,Rabbit Hole VR,null
e03b8821-710c-4e51-87bf-6d65847a1270,-86.82462310791016,35.91838836669922,-86.82461547851562,35.918392181396484,AQEAAABNYrWexrRVwHYC9cGN9UFA,6,,Microsoft,562949959295783,2019-10-01T09:30:25.200Z,0.85,open,escape_rooms,"[""arts_and_entertainment""]",0.5255802273750305,"[""http://www.livemindsescape.com/""]",null,null,"[""6154721886""]",1120 Lakeview Dr Ste 700,Franklin,37067,TN,US,Liveminds Adventure Escape,null
f0a34a69-0ad8-4ccb-901f-566e12820bab,-86.77652740478516,36.163978576660156,-86.77651977539062,36.16398239135742,AQEAAADsnXadsrFVwHPbvkf9FEJA,5,,Microsoft,844424932435513,2021-01-02T10:03:00.310Z,0.85,open,laser_tag,null,0.5343018770217896,"[""https://www.laserquest.com/tn-nashville""]",null,null,"[""6152562560""]",166 2nd Ave North In the District,Nashville,37201,TN,US,Laser Quest,null
7e0835ef-4fb0-4cd6-8170-e57f77d092fc,-87.23924255371094,36.536983489990234,-87.23922729492188,36.5369873046875,AQEAAABLj5O6T89VwNH1kOW7REJA,4,,Foursquare,506e75a21648b98c4ae5e521,2025-08-19T00:00:00.000,0.77,open,paintball,null,0.9199122190475464,"[""http://www.redlegactionsports.com""]","[""https://www.twitter.com/redlegaction"",""https://www.facebook.com/126410800811449""]","[""chris_geiger@me.com""]","[""(931) 216-6683""]",900 Vaughan Rd,Clarksville,37043,TN,US,Red Leg Action Sports,null
e4cbdb3f-2aea-4a92-b6cd-8dcd1287c397,-86.4212875366211,35.84673309326172,-86.42127990722656,35.846736907958984,AQEAAAAB5oNc9ppVwHME3MRh7EFA,5,,Foursquare,58fd21fddd70c5619b202ba0,2024-03-26T00:00:00.000,0.77,null,escape_rooms,null,0.77,"[""https://www.lockedmurfreesboro.com""]","[""https://www.twitter.com/lockedmurf""]","[""info@lockedmurfreesboro.com""]","[""(615) 396-8715""]",115 Mall Circle Dr Ste C,Murfreesboro,37129,TN,US,Locked: Escape Game Murfreesboro,null
e8dc9794-29cb-42d4-94f2-0e8088ee3484,-85.30320739746094,35.03208923339844,-85.3031997680664,35.0320930480957,AQEAAABsCfmgZ1NVwKpDboYbhEFA,7,,Microsoft,844424932410031,2025-09-04T01:53:40.130Z,0.85,null,escape_rooms,"[""arts_and_entertainment""]",0.85,"[""https://www.escapeexperience.com/chattanooga/""]",null,null,"[""4235512164""]",224 Broad St,Chattanooga,37402,TN,US,Escape Experience Chattanooga (Downtown),null
bdf83cf3-4153-4ab4-8220-b3f26306b603,-85.15428924560547,35.038551330566406,-85.15428161621094,35.03855514526367,AQEAAAC5Nazd30lVwC9uR0DvhEFA,4,,Foursquare,5f3d7bb7c3c1eb5ed6f75c9e,2021-03-14T00:00:00.000,0.77,open,escape_rooms,null,0.535336971282959,"[""https://mysteryroom.com/locations/chattanooga-tn/""]","[""https://www.twitter.com/allinadventure"",""https://www.facebook.com/139150313303349""]",null,"[""(423) 377-0066""]",2100 Hamilton Place Blvd Ste 274,Chattanooga,37421,TN,US,All In Adventures Escape Rooms,null
f8459781-12fc-4457-9717-abed88eef53d,-85.50892639160156,36.16317367553711,-85.5089111328125,36.16318130493164,AQEAAACEBt8KkmBVwN6bV+3iFEJA,6,,Microsoft,1688849860663232,2019-06-05T22:14:27.567Z,0.85,open,laser_tag,"[""arcade"",""arts_and_entertainment""]",0.5323731899261475,"[""http://cyber-tag.com/""]",null,null,"[""9318540356""]",41 S Cedar Ave,Cookeville,38501,TN,US,CyberTag,null
187c8d15-928c-4e09-92b8-820288222915,-86.63622283935547,36.174373626708984,-86.63621520996094,36.17437744140625,AQEAAADcdY/ct6hVwF5dR/9RFkJA,5,,Foursquare,4c38902f93db0f470dbe2192,2025-11-22T00:00:00.000,0.77,null,paintball,null,0.77,"[""http://nashvillepaintball.com""]","[""https://www.facebook.com/109904629056629""]","[""adrien@nashvillepaintball.com""]","[""(615) 885-3988""]",3007-3069 Brandau Rd,Hermitage,37076,TN,US,Nashville Paintball,null
d4b0ec49-157b-466b-922e-713d70b3aa0a,-86.3237075805664,36.21906280517578,-86.32369232177734,36.21907043457031,AQEAAAAMZj1rt5RVwLTPo3EKHEJA,6,,Foursquare,4ebac6de754a3d86f4f6a798,2025-10-19T00:00:00.000,0.77,null,paintball,null,0.77,"[""http://www.xtremepaintball.net""]","[""https://www.facebook.com/207478129270931""]","[""info@xtremepaintball.net""]","[""(615) 547-2324""]",212 Old Laguardo Rd W,Lebanon,37087,TN,US,Xtreme Paintball TN,null
f1e3943c-651a-4363-a550-4b52f0e495f8,-85.66944122314453,38.07361602783203,-85.66942596435547,38.07362365722656,AQEAAABnWJIX2GpVwCJv1nNsCUNA,4,,Foursquare,4d80790ab78945ff307e7cc9,2025-08-22T00:00:00.000,0.77,open,escape_rooms,null,0.9199122190475464,"[""http://www.louisvilleescape.com""]",null,"[""louisvillemattressinc@gmail.com""]","[""(502) 277-1581""]",6504 N Preston Hwy Ste 4,Louisville,40229,KY,US,Louisville Escape,null
e208e180-ad6c-4487-987c-00f72191cd45,-87.42316436767578,39.4243278503418,-87.42315673828125,39.42433547973633,AQEAAAASO30dFdtVwLNU4pJQtkNA,4,,Foursquare,61c0d77e04e794c88b07cf9b,2025-08-19T00:00:00.000,0.77,open,escape_rooms,null,0.9199122190475464,"[""http://www.terrehauteescape.com""]",null,null,"[""(833) 204-2777""]",3501 S 3rd Pl,Terre Haute,47802,IN,US,Escape Terre Haute,null
098b6466-016b-4053-909b-3322deddad2f,-86.53392791748047,39.1756706237793,-86.5339126586914,39.17567443847656,AQEAAADCjSKoK6JVwBcyIGh8lkNA,4,,Foursquare,59ad7db05161136b770f3b65,2025-08-22T00:00:00.000,0.77,open,escape_rooms,null,0.9452220797538757,"[""http://lockeduplive.com/locations/bloomington-indiana/""]","[""https://www.twitter.com/lockedupbtown""]",null,"[""(812) 307-8771""]",933 N Walnut St,Bloomington,47404,IN,US,Locked Up Bloomington - Escape Room Experience,null
d0c74f72-c70e-4ffc-b058-b2eb372ae847,-86.53327178955078,39.1663703918457,-86.53327178955078,39.1663703918457,AQEAAAAAAAAgIaJVwAAAAKBLlUNA,4,,Foursquare,59f64bd667e5f265c2dec243,2023-07-01T00:00:00.000,0.77,open,escape_rooms,null,0.9199122190475464,"[""https://www.codeandkeyescaperooms.com""]","[""https://www.twitter.com/codeandkey""]","[""gamemaster@codeandkeyescaperooms.com""]","[""(434) 299-2409""]",100 E Kirkwood Ave,Bloomington,47408,IN,US,The Code and Key Escape Rooms,null
85969bb3-1253-4fd4-91ec-0802a16ec23b,-86.15476989746094,39.768611907958984,-86.15475463867188,39.76861572265625,AQEAAAB6youN54lVwDCSTedh4kNA,4,,Foursquare,58b33e7425911e5ade4c9e63,2025-08-22T00:00:00.000,0.77,open,escape_rooms,null,0.9199122190475464,"[""http://escape-indy.com""]",null,null,"[""(317) 610-0904""]",150 E Market St,Indianapolis,46204,IN,US,Escape Indy,null
5acc2bf8-bc59-409f-94b6-f800cd08b455,-86.15872955322266,39.76396179199219,-86.15872192382812,39.76396942138672,AQEAAAC/6U2AKIpVwD5fUo3J4UNA,5,,Foursquare,591f633a018cbb575fab24e4,2025-08-22T00:00:00.000,0.77,null,escape_rooms,null,0.77,"[""https://escaperoomindy.com""]",null,"[""scottneal@escaperoomindy.com""]","[""(317) 986-6542""]",200 S Meridian St,Indianapolis,46225,IN,US,Escape Room Indianapolis,null
77d30e3b-0b49-4396-a777-292c474039db,-88.15376281738281,40.28885269165039,-88.15374755859375,40.288856506347656,AQEAAACMLm8O1wlWwP4sliL5JERA,3,,Foursquare,690f78a22db3f56e6dda2c36,2025-11-17T00:00:00.000,0.77,null,paintball,null,0.77,"[""http://www.saltforkpaintball.com""]",null,null,"[""(217) 778-7743""]",null,Rantoul,61866,IL,US,Slatfork Paintball,null
1c931abc-f931-48fd-bfdd-3079610885bf,-88.07593536376953,40.113494873046875,-88.07592010498047,40.113502502441406,AQEAAADqhVEX3ARWwNroADOHDkRA,5,,Foursquare,889829c13e9844dfb23fdd06,2025-08-22T00:00:00.000,0.77,null,paintball,null,0.77,"[""http://www.saltforkpaintball.com""]",null,null,"[""(217) 778-7793""]",2150 County Road 1600 N,Saint Joseph,61873,IL,US,SaltFork Paintball,null
