id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,geometry,version,source_property,source_dataset,source_record_id,source_update_time,source_confidence,operating_status,categories_primary,categories_alternate,confidence,websites,socials,emails,phones,address_freeform,address_locality,address_postcode,address_region,address_country,names_primary,names_common
d29574aa-7f31-466d-9bf9-7be8dfe8bb66,-122.50251770019531,37.75421142578125,-122.50250244140625,37.754215240478516,AQEAAABcpssHKaBewGAUThyK4EJA,5,,Microsoft,844424932727143,2024-08-26T02:22:55.223Z,0.85,null,high_gliding_center,"[""sky_diving"",""adventure_sports_center"",""active_life"",""travel""]",0.85,"[""http://www.paraglidingsanfrancisco.com/""]",null,null,"[""4153401999""]",1455 39th Ave,San Francisco,94122,CA,US,Paragliding San Francisco,null
31e936a1-8791-472f-a650-6d116eb09d53,-122.17304229736328,37.43684768676758,-122.17302703857422,37.436851501464844,AQEAAADqhwHgEotewAvxBqDqt0JA,7,,Microsoft,2251799821002624,2024-08-04T15:29:16.977Z,0.85,null,adventure_sports_center,"[""active_life""]",0.85,"[""https://www.backcountry.com/""]",null,null,"[""6503820230""]",650A Stanford Shopping Ctr,Palo Alto,94304,CA,US,Backcountry,null
3f8fb4c6-afa9-4524-9b04-0f02c14505a8,-122.16587829589844,37.6988639831543,-122.16586303710938,37.69886779785156,AQEAAACMrsGxnYpewE0hoXd02UJA,6,,Microsoft,1407374886961473,2021-07-09T18:31:26.047Z,0.85,open,adventure_sports_center,"[""active_life""]",0.9199122190475464,"[""https://www.outdoorcoverwarehouse.com/San-Leandro-California?utm_source=bing&utm_medium=local&utm_campaign=San-Leandro-California""]",null,null,"[""5103477004""]",14304 Wicks Blvd,San Leandro,94577,CA,US,Outdoor Cover Warehouse,null
5b877709-32ea-4f50-ac70-0a2cf605cc1c,-122.2701416015625,37.80986404418945,-122.27012634277344,37.80986785888672,AQEAAACu6S78SZFewHfZrrip50JA,5,,Foursquare,52df2e7a498e170c547f19f0,2025-08-22T00:00:00.000,0.77,null,rock_climbing_gym,null,0.77,"[""http://www.crossfitv16.com""]",null,null,"[""(510) 452-2022""]",520 E 20th St,Oakland,94606,CA,US,CrossFit V16,null
f69ac135-c5bc-4a68-ad73-dc81ecf86603,-122.26807403564453,37.80636215209961,-122.26805877685547,37.806365966796875,AQEAAACJgE4aKJFewEsAJ+c250JA,4,,Foursquare,2422bbc5070a4cfb3190e810,2025-05-01T00:00:00.000,0.77,open,adventure_sports_center,null,0.9199122190475464,"[""http://mdrcadservices.com""]",null,"[""robinson@mdrcadservices.com""]","[""(510) 839-1552""]",1730 Franklin St,Oakland,94612,CA,US,Mdr Cad Service,null
b15d8f40-9ed4-40f4-8b36-e65141124f80,-122.29219055175781,37.85172653198242,-122.29217529296875,37.85173034667969,AQEAAADsJ60Js5JewGhC7n0F7UJA,6,,Microsoft,1407374890488670,2023-08-23T18:10:20.373Z,0.85,open,rock_climbing_gym,null,0.9199122190475464,"[""https://touchstoneclimbing.com/team-training-center/""]",null,null,"[""""]",795 Potter St,Berkeley,94710,CA,US,Team Touchstone Training Center,null
4b3f9d0d-9384-47ad-b2e8-66fc3a97282b,-122.25871276855469,37.867431640625,-122.25869750976562,37.86743927001953,AQEAAAAEozeBjpBewDf6mA8I70JA,8,,Microsoft,281474979220576,2021-10-19T03:41:00.987Z,0.85,open,rock_climbing_gym,null,0.9902192950248718,"[""http://www.mosaicboulders.com/""]",null,null,"[""4085048734""]",2369 Telegraph Ave,Berkeley,94704,CA,US,Mosaic Boulders,null
b9f4f46e-ff3a-4c0e-a805-0d4e8aa5264d,-121.90093231201172,37.34956741333008,-121.90091705322266,37.34957504272461,AQEAAAC1QWOtqHlewJ3qSdW+rEJA,4,,Foursquare,1003a9c9ec95431f967b8b85,2025-10-17T00:00:00.000,0.77,open,adventure_sports_center,null,0.9199122190475464,"[""http://williams-design.com""]",null,null,"[""(408) 971-2116""]",715 N 1st St Ste 34,San Jose,95112,CA,US,Williams Designs,null
f1a54cee-28aa-4e5c-9f33-ea2bc89e8df2,-121.86785125732422,37.24651336669922,-121.86783599853516,37.246517181396484,AQEAAADRVsrXindewOd1H9uNn0JA,6,,Microsoft,1407374886543698,2021-07-09T18:31:26.047Z,0.85,open,adventure_sports_center,"[""active_life""]",0.9199122190475464,"[""https://www.outdoorcoverwarehouse.com/San-Jose-California?utm_source=bing&utm_medium=local&utm_campaign=San-Jose-California""]",null,null,"[""6692970170""]",5857 Winfield Blvd,San Jose,95123,CA,US,Outdoor Cover Warehouse,null
09f2a757-5ca4-49eb-a559-ea6f07fed474,-121.7861328125,37.34835433959961,-121.78611755371094,37.348358154296875,AQEAAAD5mlHGT3JewPq5luiWrEJA,4,,Foursquare,6ffb57d5806e47f3515bddd1,2025-07-08T00:00:00.000,0.77,open,adventure_sports_center,null,0.9199122190475464,"[""https://richardharodraftingandplanning.com""]",null,null,"[""(408) 532-1755""]",2150 Mangin Way,San Jose,95148,CA,US,Richard Haro Drafting,null
