id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,geometry,version,source_property,source_dataset,source_record_id,source_update_time,source_confidence,operating_status,categories_primary,categories_alternate,confidence,websites,socials,emails,phones,address_freeform,address_locality,address_postcode,address_region,address_country,names_primary,names_common
809e6f26-477a-44ce-b853-f7ab91f2906e,-118.52830505371094,34.398616790771484,-118.52828979492188,34.39862060546875,AQEAAADgG8W9z6FdwB6uBPMFM0FA,4,,Foursquare,597b153f2f97ec358db849c0,2025-03-21T00:00:00.000,0.77,open,event_technology_service,null,0.9199122190475464,"[""https://www.event-highlights.com""]",null,"[""info@event-highlights.com""]","[""(661) 513-3134""]",22366 Claibourne Ln,Santa Clarita,91350,CA,US,Event Highlights,null
fa598498-20cd-4587-9f1c-13104d6b3865,-118.49976348876953,34.410057067871094,-118.49974822998047,34.41006088256836,AQEAAABQC1wW/J9dwC5EHdl8NEFA,5,,Foursquare,f354e639467a4f4449c29f4f,2025-09-27T00:00:00.000,0.77,null,event_technology_service,null,0.77,"[""http://thecentresantaclarita.com""]",null,null,"[""(661) 250-3710""]",20880 Centre Pointe Pkwy,Santa Clarita,91350,CA,US,City of Santa Clarita The Centre,null
30ea6769-e01c-4724-a5d0-92d1267a9292,-118.38346099853516,34.05854415893555,-118.3834457397461,34.05854797363281,AQEAAAAgPhaaiphdwEIEEGV+B0FA,4,,Foursquare,54dcfe40498e35433c713f46,2025-08-22T00:00:00.000,0.77,open,event_technology_service,null,0.9199122190475464,"[""http://robertsonartspace.com""]","[""https://www.facebook.com/494024784102335""]","[""info@robertsonartspace.com""]","[""(424) 245-4011""]",1020 S Robertson Blvd,Los Angeles,90035,CA,US,RAS Robertson Art Space,null
df7ff32d-e5ae-43aa-8645-02afe1882925,-118.35079956054688,34.065773010253906,-118.35078430175781,34.06577682495117,AQEAAAAn9fhDc5ZdwBQ3UkRrCEFA,4,,Foursquare,449233f75f014c2c6d71365d,2025-04-02T00:00:00.000,0.77,open,event_technology_service,null,0.9199122190475464,"[""http://www.theentertainmentgroup.com""]",null,"[""entertainmentgroup@aol.com""]","[""(323) 933-1693""]",520 Hauser Blvd,Los Angeles,90036,CA,US,The Entertainment Group,null
ada13311-ea74-485b-b5c3-82c24e3efce2,-118.34578704833984,34.0626335144043,-118.34577178955078,34.06263732910156,AQEAAACssZMmIZZdwPHHImgECEFA,4,,Foursquare,363c72465ec34e9ca5f9bae5,2025-04-14T00:00:00.000,0.77,open,event_technology_service,null,0.9199122190475464,"[""http://www.eventteam.com""]",null,"[""info@internationaleventcompany.com""]","[""(323) 653-5063""]",5371 Wilshire Blvd Ste 215,Los Angeles,90036,CA,US,The Event Team,null
f7dbd637-e477-4248-a040-e4c49de149c2,-118.34798431396484,34.06241226196289,-118.34796905517578,34.062416076660156,AQEAAAAAABhYRZZdwFAeSCH9B0FA,3,,Foursquare,5cd5b783fd9d73002c87905d,2025-12-09T00:00:00.000,0.77,null,event_technology_service,null,0.77,"[""https://losangeles.thepartycharactercompany.com""]",null,null,"[""(949) 484-8470""]",5455 Wilshire Blvd Fl 21,Los Angeles,90036,CA,US,The Party Character Company Los Angeles,null
daff7127-7678-4366-98ca-05c32d922610,-118.4027328491211,34.07115173339844,-118.40271759033203,34.0711555480957,AQEAAACP9cZZxpldwJaDyY0bCUFA,4,,Foursquare,5c7acf9466fc65002c62470a,2025-05-14T00:00:00.000,0.77,open,event_technology_service,null,0.9199122190475464,"[""https://eventpartyrentalsbeverlyhills.com""]",null,null,"[""(310) 402-2458""]",460 N Beverly Dr,Beverly Hills,90210,CA,US,Party Event Rentals Beverly Hills,null
700e19f8-32e9-4326-afd0-04fc6e603e60,-118.38350677490234,34.07463073730469,-118.38349151611328,34.07463836669922,AQEAAAAM+kkni5hdwP9rBrKNCUFA,4,,Foursquare,3e4f8c17c9ee425feed3839a,2025-03-08T00:00:00.000,0.77,open,event_technology_service,null,0.9199122190475464,"[""http://www.trumpetandhorn.com""]",null,null,"[""(213) 612-4333""]",108 S Robertson Blvd # 415,Los Angeles,90048,CA,US,Trumpet & Horn,null
2b0968f3-3ac6-456b-b4c2-ff5910dbd4f4,-118.3321304321289,34.098331451416016,-118.33211517333984,34.09833526611328,AQEAAABnQ/6ZQZVdwDwTmiSWDEFA,9,,Microsoft,1125899913833632,2025-08-20T23:02:10.450Z,0.85,open,event_technology_service,null,0.9199122190475464,"[""http://www.studiotech.biz/""]",null,null,"[""8884709434""]",6525 W Sunset Blvd Ste 201,Los Angeles,90028,CA,US,Studio Technical Services,null
dec91055-e523-4820-8661-a8d260b9a8c4,-118.25212097167969,34.0441780090332,-118.25210571289062,34.04418182373047,AQEAAACUkCa3IpBdwK+oxamnBUFA,5,,Foursquare,5a8fb8d99fca5610d0fef2da,2025-07-05T00:00:00.000,0.77,null,event_technology_service,null,0.77,"[""http://www.eleganceeventdecor.com""]","[""https://www.facebook.com/1686675421627381""]","[""elegance.events.decor@gmail.com""]","[""(626) 549-6019""]",128 W 7th St,Los Angeles,90014,CA,US,Elegance Event Decorator,null
